Question,A,B,C,D,Prav_vid
29. 3. Масиви NumPy. Трьохмірні масиви?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"30. Наприклад, створимо тривимірний масив:
import numpy as np
a = np.arange(48).resh?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
31. Тривимірний масив:?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"32. Наприклад, якщо нам потрібно витягнути з даного масиву число 31, достатньо викон?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
33. Тривимірний масив:?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"34. Наприклад, якої він форми, тобто. скільки елементів розташовано вздовж кожної ос?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
35. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"36. Причому тип отриманого масиву залежить від типу елементів послідовності:
a = np.?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
37. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"38. Функція array() перетворює послідовності послідовностей у двовимірні масиви, а п?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
39. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"40. Функція array() також дозволяє визначити тип даних масиву

a = np.array([[2, 4],?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
41. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"42. Найчастіше виникає завдання створення масиву певного розміру
У цьому випадку мож?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
43. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"44. Для створення послідовностей чисел NumPy надає функцію arange, яка повертає одно?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
45. 4. Створення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"46. Функція linspace, так само як і arange приймає три аргументи, але третій аргумен?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
47. 5. Виведення масивів на екран?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
48. Щоб швидше розібратися з прикладами друку масивів скористаємося методом ndarray.?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
49. 5. Виведення масивів на екран?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"50. У випадку, якщо масив дуже великий (більше 1000 елементів), NumPy друкує тільки ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
51. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"52. Двійкові файли NumPy (.npy, .npz) 
NumPy має два власні формати файлів .npy - дл?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"53. b = np.arange(16).reshape(4, 4)
print(b)
[[ 0,  1,  2,  3],
       [ 4,  5,  6, ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
54. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"55. Після того як масив збережений, його можна завантажити з файлу за допомогою функ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
56. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"57. Файли .npy зручні для зберігання одного масиву, якщо в одному файлі потрібно збе?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
58. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
59. Після збереження масивів у файл .npz вони можуть бути завантажені за допомогою в?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
60. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"61. Щоб разом з масивами зберігалися їх оригінальні імена, необхідно у функції numpy?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
62. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"63. Для роботи з даними в текстовому форматі NumPy надає дуже гнучкі функції, зокрем?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
64. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"65. Наприклад, у нас є текстовий файл loadtxt_example.txt з такими даними:
# Деякі д?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
66. 6. Файлове введення та виведення масивів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"67. Бінарні файли 
Найпростішим та найшвидшим способом збереження масивів є створенн?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
68. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"69. Базові математичні операції 
Мабуть, перше, з чого варто почати, так це з того, ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
70. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"71. Bсі операції і так виконуються по елементно :
 
a = np.array([[5, 7], [11, 13]])?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
72. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"73. Tак само і з математичними функціями:
a = np.arange(6)
print( a) ([0, 1, 2, 3, 4?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
74. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"75. Застосування логічних операцій до масивів, так само можливо і виконується по еле?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
76. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"77. Масив і число можуть бути операндами найрізноманітніших математичних виразів:
a ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
78. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"79. Якщо розміри сумісні, тобто, один масив може бути розтягнутий до розмірів іншого?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
80. 7. Математика в NumPy?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"81. a = np.arange(10)
print(a) 
([0, 1, 2, 3, 4, 5, 6, 7, 8, 9])
print(a.sum())
45
p?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"82. Значення -inf, inf та nan?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"83. Коли ви обчислювали натуральний логарифм масиву, серед значень якого був нуль, н?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
84. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"85. Добуток одновимірних масивів є скалярним добутком векторів: 
a = np.array([1,2])?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
86. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"87. У цьому розміри матриць (масивів) мають бути або рівні, а самі матриці квадратни?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
88. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"89. Також за правилами множення матриць, ми можемо помножити матрицю на вектор (одно?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
90. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
91. Квадратні матриці можна зводити на ступінь n тобто. множити самі на себе n разів?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
92. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"93. Ще частіше доводиться обчислювати визначник матриць, хоча результат вас може тро?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
94. Лінійна алгебра?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"95. Обчислення оберненої матриці:
a = np.array([[1,3],[4,3]])
print( a) 
([[1, 3],  ?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
96. Статистика?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"97. Елементарні статистичні функції:  
a = np.random.randint(20, size = (5, 5))
prin?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
98. Статистика?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
"99. Середні значення елементів масиву та їх відхилення:
a = np.random.randint(13, si?",Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
100. Статистика?,Правильне твердження,Неправильне твердження,Частково правильне,Жодне з наведених,A
